kernel_size,average_cost,best_cost
1.1987889359460602,-0.750556656921316,-0.9665738787271492
2.327769226867666,-0.8253376483510599,-0.9665738787271492
3.3440334685128987,-0.8602827591889083,-0.9665738787271492
3.8931242592137894,-0.8809168269107773,-0.9665738787271492
