kernel_size,average_cost,best_cost
9.701927283270514,-30.39996386479327,-30.890428226195525
9.480020204154211,-30.53923845366639,-30.890428226195525
8.431258916705726,-30.698535443473602,-30.890428226195525
7.525233907791914,-30.802458669505455,-30.890428226195525
