kernel_size,average_cost,best_cost
4.70157984144036,-38.42194503642204,-40.789848617139455
5.0194011043693525,-38.962437713130605,-40.789848617139455
5.157289230781994,-39.52606802539681,-40.789848617139455
5.173233667000163,-40.08007267907222,-40.789848617139455
