kernel_size,average_cost,best_cost
12.090709769841295,-31.769658444364232,-32.35898170607421
11.743788316076659,-31.940336284662525,-32.35898170607421
10.961729534177232,-32.20249372480063,-32.35898170607421
9.917672828396531,-32.30221018764442,-32.35898170607421
