diameter,sigmaColor,sigmaSpace,average_cost,best_cost
11.841596052521567,85.45219952154316,96.30161868832604,-37.60481018201475,-40.36169509104922
11.920678238789838,68.76824610877989,81.76675817883272,-37.97301214957935,-40.36169509104922
11.57751995530857,34.84858052433981,68.15118349273257,-38.461651649001496,-40.36169509104922
10.888073854408784,0.8738335917997233,47.34877674210233,-38.93455775381726,-40.36169509104922
