kernel_size,sigma,average_cost,best_cost
3.1971567938964207,63.33538201008003,-33.792282036209855,-35.048251835825255
3.9872669548286233,56.063059323149716,-34.10052987523186,-35.048251835825255
4.660864238323432,45.21635442263958,-34.380635409948866,-35.048251835825255
5.245926512327773,34.39020936501417,-34.67534164473837,-35.048251835825255
