diameter,sigmaColor,sigmaSpace,average_cost,best_cost
17.498870758001225,28.828539448406122,92.43162211856989,-0.7205401806875175,-0.8899164170086356
17.350121923592535,42.41095749683045,73.7894174788058,-0.763628805200923,-0.8899356524135174
16.617208888443052,58.218379978799696,53.86043662580572,-0.833130962104234,-0.8967911742118675
13.225748406692604,83.95659792491017,35.95900549950663,-0.8560679677730679,-0.8967911742118675
9.347433862869508,9.861696219931304,22.53879657782322,-0.7746243625123231,-0.8967911742118675
5.682582427859451,37.06101566127313,21.879901035109516,-0.7121887305013713,-0.8970187124609916
6.24997276517049,87.26261012255237,22.225492035552286,-0.7635169898796973,-0.8970187124609916
7.009658989119018,34.617885302369814,24.118852436230696,-0.728993039536416,-0.897103346110317
7.547955769158793,79.45781160544041,27.38978890524007,-0.707282958268696,-0.897103346110317
7.43030009492889,24.144343798871006,36.04488424064959,-0.7591013029346222,-0.897103346110317
6.9325969022451766,98.4563050633824,43.3296344839812,-0.7733493337149051,-0.897103346110317
