kernel_size,sigma,average_cost,best_cost
19.242094407712294,23.920548633414796,-0.8607814434839861,-0.9322684791455863
19.226316028430738,18.02852986561205,-0.865461312747683,-0.9322684791455863
18.77164211078406,10.221363579377776,-0.8561313776566079,-0.9322684791455863
18.083419297877036,1.6365164473648015,-0.8572957270537747,-0.9322684791455863
