diameter,sigmaColor,sigmaSpace,cost
3.0494093429312707,43.29564881147719,11.24842536815811,-0.9768788227822324
3.4209370798703915,44.533561914727194,9.584900970157546,-0.9768788227822324
3.901724501067739,46.083030773454205,6.036500859583633,-0.9768788227822324
4.426753838240622,52.27140776933781,2.51687883981947,-0.9768788227822324
